foot_friction_mu,foot_friction_tor,foot_friction_roll,scene,cmd_vx,cmd_vy,cmd_yaw,gait,seed,fell,fall_time_s,mean_vx,mean_vy,vel_track_err,lateral_drift,height_mean,height_std,distance_traveled
0.8,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,7,False,,0.5584,0.3464,0.9416,0.3465,0.2974,0.0062,19.7118
0.8,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,8,False,,0.5764,0.3154,0.9236,0.3176,0.2974,0.0062,19.712
0.8,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,9,False,,0.5482,0.3623,0.9518,0.3623,0.2974,0.0062,19.7121
0.8,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,10,False,,0.5457,0.3661,0.9543,0.3661,0.2974,0.0062,19.7115
0.8,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,11,False,,0.5704,0.3262,0.9296,0.3274,0.2974,0.0062,19.7114
0.8,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,12,False,,0.57,0.3269,0.93,0.328,0.2974,0.0062,19.7118
0.8,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,13,False,,0.5589,0.3456,0.9411,0.3457,0.2974,0.0062,19.7118
0.8,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,14,False,,0.5518,0.3568,0.9482,0.3568,0.2974,0.0062,19.7118
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,0,False,,0.0697,-0.026,0.0697,0.0322,0.2805,0.0066,2.2326
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,1,False,,0.0716,-0.0201,0.0716,0.0294,0.2805,0.0066,2.2324
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,2,False,,0.0714,-0.0209,0.0714,0.0297,0.2805,0.0066,2.2327
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,3,False,,0.0713,-0.0212,0.0713,0.0298,0.2805,0.0066,2.2326
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,4,False,,0.0715,-0.0207,0.0715,0.0296,0.2805,0.0066,2.2325
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,5,False,,0.0721,-0.0186,0.0721,0.0287,0.2805,0.0066,2.2327
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,6,False,,0.0716,-0.0204,0.0716,0.0295,0.2805,0.0066,2.2324
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,7,False,,0.0703,-0.0244,0.0703,0.0314,0.2805,0.0066,2.2323
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,8,False,,0.07,-0.0251,0.07,0.0318,0.2805,0.0066,2.2324
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,9,False,,0.0712,-0.0217,0.0712,0.03,0.2805,0.0066,2.2322
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,10,False,,0.0715,-0.0206,0.0715,0.0296,0.2805,0.0066,2.2326
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,11,False,,0.0706,-0.0237,0.0706,0.031,0.2805,0.0066,2.2325
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,12,False,,0.0701,-0.0251,0.0701,0.0317,0.2805,0.0066,2.2325
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,13,False,,0.0699,-0.0255,0.0699,0.032,0.2805,0.0066,2.2322
1.5,0.02,0.01,go2_flat.xml,0.0,0.0,0.0,trot,14,False,,0.0714,-0.0209,0.0714,0.0297,0.2805,0.0066,2.2324
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,0,False,,0.1248,-0.1049,0.1252,0.1051,0.2794,0.0065,4.8889
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,1,False,,0.1332,-0.0938,0.1168,0.0952,0.2794,0.0065,4.8886
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,2,False,,0.132,-0.0956,0.118,0.0967,0.2794,0.0065,4.889
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,3,False,,0.1317,-0.096,0.1183,0.097,0.2794,0.0065,4.8891
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,4,False,,0.1332,-0.0939,0.1168,0.0953,0.2794,0.0065,4.8889
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,5,False,,0.1352,-0.091,0.1148,0.0929,0.2794,0.0065,4.8891
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,6,False,,0.1333,-0.0938,0.1167,0.0951,0.2794,0.0065,4.8889
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,7,False,,0.1293,-0.0992,0.1207,0.0998,0.2794,0.0065,4.8886
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,8,False,,0.1265,-0.1027,0.1235,0.1031,0.2794,0.0065,4.8889
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,9,False,,0.1326,-0.0948,0.1174,0.096,0.2794,0.0065,4.8885
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,10,False,,0.1327,-0.0946,0.1173,0.0959,0.2794,0.0065,4.8889
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,11,False,,0.1282,-0.1006,0.1218,0.1011,0.2794,0.0065,4.8889
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,12,False,,0.1265,-0.1028,0.1235,0.1031,0.2794,0.0065,4.889
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,13,False,,0.1277,-0.1012,0.1223,0.1016,0.2794,0.0065,4.8885
1.5,0.02,0.01,go2_flat.xml,0.25,0.0,0.0,trot,14,False,,0.1324,-0.0949,0.1176,0.0961,0.2794,0.0065,4.8886
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,0,False,,0.1706,-0.1825,0.3294,0.1825,0.2775,0.0062,7.4937
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,1,False,,0.1855,-0.1673,0.3145,0.1679,0.2775,0.0062,7.4937
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,2,False,,0.1826,-0.1704,0.3174,0.1709,0.2775,0.0062,7.494
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,3,False,,0.1825,-0.1706,0.3175,0.171,0.2775,0.0062,7.4939
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,4,False,,0.1858,-0.167,0.3142,0.1677,0.2775,0.0062,7.4936
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,5,False,,0.1883,-0.1642,0.3117,0.1652,0.2775,0.0062,7.4941
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,6,False,,0.1856,-0.1672,0.3144,0.1679,0.2775,0.0062,7.4938
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,7,False,,0.1792,-0.174,0.3208,0.1742,0.2775,0.0062,7.4937
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,8,False,,0.1732,-0.18,0.3268,0.18,0.2775,0.0062,7.4939
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,9,False,,0.1843,-0.1686,0.3157,0.1691,0.2775,0.0062,7.4936
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,10,False,,0.185,-0.1678,0.315,0.1684,0.2775,0.0062,7.4936
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,11,False,,0.1766,-0.1767,0.3234,0.1768,0.2775,0.0062,7.4938
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,12,False,,0.1735,-0.1797,0.3265,0.1798,0.2775,0.0062,7.494
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,13,False,,0.1764,-0.1768,0.3236,0.1769,0.2775,0.0062,7.4935
1.5,0.02,0.01,go2_flat.xml,0.5,0.0,0.0,trot,14,False,,0.1845,-0.1684,0.3155,0.1689,0.2775,0.0062,7.4935
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,0,False,,0.2982,-0.1992,0.4518,0.1992,0.2791,0.0067,10.7579
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,1,False,,0.3142,-0.1729,0.4358,0.173,0.2791,0.0067,10.7579
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,2,False,,0.3121,-0.1767,0.4379,0.1767,0.2791,0.0067,10.7586
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,3,False,,0.3109,-0.1788,0.4391,0.1788,0.2791,0.0067,10.7585
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,4,False,,0.3144,-0.1726,0.4356,0.1727,0.2791,0.0067,10.7584
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,5,False,,0.3176,-0.1666,0.4324,0.1668,0.2791,0.0067,10.7586
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,6,False,,0.317,-0.1677,0.433,0.1678,0.2791,0.0067,10.7583
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,7,False,,0.309,-0.182,0.441,0.182,0.2791,0.0067,10.7585
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,8,False,,0.303,-0.1919,0.447,0.1919,0.2791,0.0067,10.7585
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,9,False,,0.3149,-0.1717,0.4351,0.1718,0.2791,0.0067,10.7582
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,10,False,,0.3133,-0.1744,0.4367,0.1745,0.2791,0.0067,10.7582
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,11,False,,0.3047,-0.1891,0.4453,0.1891,0.2791,0.0067,10.7586
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,12,False,,0.3045,-0.1895,0.4455,0.1895,0.2791,0.0067,10.7586
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,13,False,,0.308,-0.1838,0.442,0.1838,0.2791,0.0067,10.7584
1.5,0.02,0.01,go2_flat.xml,0.75,0.0,0.0,trot,14,False,,0.3141,-0.1731,0.4359,0.1732,0.2791,0.0067,10.7579
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,0,False,,0.4436,-0.1627,0.5564,0.1627,0.2854,0.0068,14.1747
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,1,False,,0.4561,-0.1235,0.5439,0.1235,0.2854,0.0068,14.1747
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,2,False,,0.454,-0.1309,0.546,0.1309,0.2854,0.0068,14.1749
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,3,False,,0.4536,-0.1323,0.5464,0.1323,0.2854,0.0068,14.1748
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,4,False,,0.457,-0.1203,0.543,0.1204,0.2854,0.0068,14.1747
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,5,False,,0.4585,-0.1142,0.5415,0.1144,0.2854,0.0068,14.1749
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,6,False,,0.4579,-0.1167,0.5421,0.1169,0.2854,0.0068,14.1747
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,7,False,,0.4526,-0.1359,0.5474,0.1359,0.2854,0.0068,14.1748
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,8,False,,0.4469,-0.1536,0.5531,0.1536,0.2854,0.0068,14.1749
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,9,False,,0.4568,-0.1207,0.5432,0.1208,0.2854,0.0068,14.1748
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,10,False,,0.4565,-0.1221,0.5435,0.1222,0.2854,0.0068,14.1748
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,11,False,,0.4489,-0.1476,0.5511,0.1476,0.2854,0.0068,14.1748
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,12,False,,0.4485,-0.1489,0.5515,0.1489,0.2854,0.0068,14.1749
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,13,False,,0.4519,-0.138,0.5481,0.138,0.2854,0.0068,14.1747
1.5,0.02,0.01,go2_flat.xml,1.0,0.0,0.0,trot,14,False,,0.4551,-0.1269,0.5449,0.127,0.2854,0.0068,14.1747
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,0,False,,0.6678,0.0318,0.8322,0.0585,0.2975,0.0065,20.0565
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,1,False,,0.6631,0.0853,0.8369,0.089,0.2975,0.0065,20.0567
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,2,False,,0.6646,0.0732,0.8354,0.08,0.2975,0.0065,20.0567
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,3,False,,0.665,0.0691,0.835,0.0772,0.2975,0.0065,20.0567
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,4,False,,0.6616,0.0968,0.8384,0.0986,0.2975,0.0065,20.0567
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,5,False,,0.6605,0.1037,0.8395,0.1048,0.2975,0.0065,20.0568
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,6,False,,0.6621,0.093,0.8379,0.0954,0.2975,0.0065,20.0565
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,7,False,,0.6649,0.0704,0.8351,0.0781,0.2975,0.0065,20.0567
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,8,False,,0.6676,0.0373,0.8324,0.0604,0.2975,0.0065,20.0566
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,9,False,,0.6621,0.0932,0.8379,0.0956,0.2975,0.0065,20.0565
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,10,False,,0.662,0.0941,0.838,0.0963,0.2975,0.0065,20.0568
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,11,False,,0.667,0.0469,0.833,0.0645,0.2975,0.0065,20.0567
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,12,False,,0.6668,0.0486,0.8332,0.0654,0.2975,0.0065,20.0567
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,13,False,,0.6649,0.0707,0.8351,0.0783,0.2975,0.0065,20.0567
1.5,0.02,0.01,go2_flat.xml,1.5,0.0,0.0,trot,14,False,,0.6637,0.0807,0.8363,0.0855,0.2975,0.0065,20.0569
